Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T16252,2025-02-30,C4915,Laptop,1.0,-694.6825700924930,pay pal,
T16253,2020-02-03,C1031,Tablet,967.0,397.15874942826700,PayPal ,Completed
T16254,2025-02-30,,Laptop,,,pay pal,Completed
T16255,2022-05-12,C2958,Tablet,-8.0,-70.94557022150090,Credit Card,Failed
T16256,2025-02-30,C3853,Coffee Machine,-2.0,137.83785262686700,Credit Card,Failed
T16257,2025-02-30,C1677,Tablet,229.0,437.6235276311870,PayPal ,
T16258,2023-13-01,C3613,Tablet,-10.0,-961.8986260639980,PayPal,Completed
T16259,2025-02-30,C523,Headph,8.0,913.7315997481710,PayPal,complete
T16260,2025-02-30,,Coffee,848.0,-838.6989490088260,creditcard,complete
T16261,2025-02-30,C2672,Smartphone,-8.0,-434.6439726355810,creditcard,Pending
T16262,2025-02-30,,Headphones,2.0,,PayPal ,complete
T16263,2025-02-30,C519,Coffee Machine,330.0,,pay pal,completed
T16264,2025-02-30,C2809,Tablet,-3.0,,creditcard,Failed
T16265,2025-02-30,C2990,Coffee Machine,5.0,700.2102036084440,pay pal,complete
T16266,2023-13-01,C4825,Smartphone,-1.0,-704.9069586945840,creditcard,Pending
T16267,,C3634,Laptop,4.0,,Cash,Failed
T16268,2025-02-30,C1190,Smartphone,566.0,776.673472424494,Cash,Failed
T16269,2023-03-17,C102,Tablet,8.0,,Cash,Pending
T16270,2022-04-17,C3144,Tablet,299.0,-944.5374532035480,PayPal ,complete
T16271,2020-02-02,C4929,Smartphone,-3.0,203.3303658233590,PayPal ,Pending
T16272,2023-13-01,C4157,Coffee Machine,2.0,,pay pal,completed
T16273,2023-13-01,C2290,Tablet,815.0,713.2156667832450,creditcard,completed
T16274,2023-06-17,C2527,Tablet,-10.0,,credit card,Pending
T16275,2025-02-30,C3675,Lapto,6.0,,PayPal ,Failed
T16276,2025-02-30,C4304,Lapto,10.0,-324.5640776631530,Cash,completed
T16277,2022-03-23,C3626,Headphones,9.0,507.1774414547120,PayPal ,Failed
T16278,2023-13-01,C3200,Coffee Machine,5.0,,creditcard,complete
T16279,2024-12-08,C1646,Laptop,10.0,-688.0091794783950,creditcard,Completed
T16280,2022-05-01,C3101,Coffee Machine,7.0,,credit card,complete
T16281,2023-13-01,C2597,Coffee Machine,-10.0,976.9839182594270,pay pal,
T16282,2023-13-01,C689,Smartphone,-7.0,,pay pal,Failed
T16283,2025-02-30,C3913,Smartphone,7.0,-324.64298302787200,pay pal,Pending
T16284,2023-13-01,C4641,Headphones,-8.0,,Credit Card,Completed
T16285,2025-02-30,C2494,Smartphone,-7.0,495.53473050065300,creditcard,complete
T16286,2024-06-26,C3642,Coffee Machine,2.0,,Cash,Pending
T16287,2023-03-26,C2001,Coffee Machine,-4.0,267.76738744091100,credit card,
T16288,2020-05-27,C668,Laptop,-10.0,,creditcard,completed
T16289,2025-02-30,C3064,Laptop,-3.0,773.7888471561160,Cash,Completed
T16290,2025-02-30,C4434,Tablet,8.0,746.6333287149550,PayPal ,Completed
T16291,,C1095,Tablet,230.0,,creditcard,Completed
T16292,2025-02-30,C2697,Headphones,6.0,-74.93250809960310,pay pal,Failed
T16293,,C4333,Coffee Machine,2.0,-65.97652284391420,Cash,completed
T16294,2022-09-23,C4956,Headphones,9.0,,PayPal ,Completed
T16295,2023-13-01,,Coffee Machine,9.0,,PayPal ,
T16296,2021-08-01,C1610,Smartphone,3.0,,PayPal ,Pending
T16297,2023-13-01,C2058,Smartphone,709.0,-$942.69,PayPal,complete
T16298,2025-02-30,C1443,Laptop,2.0,491.1088733465010,pay pal,completed
T16299,2021-12-29,C644,Tablet,-9.0,,PayPal,completed
T16300,2025-02-30,C186,Laptop,6.0,368.98467894851,PayPal,complete
,2020-05-22,C4245,Tablet,-9.0,-329.8297523029400,Credit Card,complete
T16302,2025-02-30,C3235,Headphones,-6.0,,PayPal,Pending
T16303,2025-02-30,C1872,T,-7.0,$306.72,pay pal,Completed
T16304,2023-08-11,C3700,Headphones,2.0,868.0889556259270,Credit Card,Pending
T16305,2023-13-01,C3197,Tablet,6.0,-653.1448652671040,pay pal,complete
T16306,2023-13-01,C3232,Smartphone,345.0,,pay pal,
T16307,2024-08-01,C3812,Coffee Machine,434.0,443.7884010913960,pay pal,completed
T16308,2025-02-30,C701,Coffee Machine,10.0,,Credit Card,Completed
T16309,2025-02-30,C2948,Smartphone,-5.0,,credit card,completed
T16310,2020-07-12,C1613,Laptop,,328.8015717502200,pay pal,completed
,2023-13-01,C2688,Lapt,748.0,200.05784121277500,creditcard,Pending
T16312,2023-04-17,C2939,Headphones,-2.0,,pay pal,complete
T16313,2023-13-01,C1975,Coffee Machine,-6.0,,PayPal ,Completed
T16314,2023-13-01,C1587,Headphones,438.0,,creditcard,completed
T16315,2023-13-01,C2074,Smartphone,1.0,62.80388835093020,PayPal,Completed
T16316,2023-13-01,C1869,Smartphone,356.0,557.6988605373440,creditcard,Pending
T16317,2025-02-30,C4797,Laptop,-5.0,616.7216761618960,PayPal,complete
T16318,2022-11-22,C3681,Coffee Machine,-9.0,-985.4420738239710,creditcard,Completed
T16319,2020-08-23,C3382,Smartphone,4.0,-647.8251163222130,credit card,Pending
T16320,2023-13-01,C1066,Smartphone,-1.0,716.2332715374670,PayPal ,completed
T16321,2025-02-30,C2707,Laptop,-6.0,-918.1143918808650,credit card,Failed
,2025-02-30,C631,Headphones,1.0,-388.97488531381000,Cash,complete
T16323,2024-12-10,C1520,Tablet,3.0,-303.65805680022300,pay pal,Completed
T16324,2024-06-13,C682,Headphone,-3.0,,PayPal ,complete
,,C519,Laptop,256.0,852.7720229265100,pay pal,
T16326,2023-13-01,C4952,Laptop,10.0,-785.8149702403350,pay pal,completed
T16327,2020-04-08,C2175,Headphones,314.0,,Cash,Completed
T16328,2023-13-01,C1024,Tablet,305.0,,PayPal,completed
T16329,2022-04-16,C1081,Coffee Machine,1.0,-301.53914774905,pay pal,completed
T16330,2025-02-30,C1518,Smartphone,-1.0,-953.7131920777280,PayPal ,Failed
T16331,2023-13-01,C3108,Headphones,-10.0,,pay pal,Failed
T16332,2023-13-01,C3692,La,-4.0,,creditcard,
T16333,2025-02-30,C2563,Coffee Machine,2.0,,creditcard,
T16334,2023-10-18,C2258,Laptop,-7.0,,pay pal,completed
T16335,2025-02-30,C1953,Laptop,-10.0,,pay pal,Completed
T16336,2025-01-18,C4419,Tablet,363.0,,creditcard,Completed
T16337,2022-12-12,C3603,Smartphone,607.0,898.633087713532,creditcard,Failed
T16338,2025-02-30,C4758,Coffee Machine,1.0,-287.6498627293850,Credit Card,complete
T16339,2023-13-01,C1129,Tablet,-5.0,120.0150005685590,Cash,complete
T16340,2025-02-30,C042,Tablet,2.0,189.81340925923000,PayPal ,complete
T16341,2024-02-10,C4062,Smartphone,-1.0,-509.32079256576900,Cash,
T16342,2024-04-24,C1590,Laptop,977.0,531.906057756073,Cash,complete
T16343,2025-02-30,C2203,Headphones,-2.0,,Credit Card,
T16344,2020-04-15,C2440,Laptop,687.0,-334.8958615421010,PayPal ,complete
T16345,2023-01-14,C986,Coffee Machine,-5.0,-200.3255311092380,Cash,Completed
T16346,2025-02-30,C3204,Coffee Machine,6.0,,Cash,Completed
,2025-02-30,C1096,Smartphone,-6.0,,credit card,
T16348,2023-05-24,C2785,Coffee Machine,834.0,,pay pal,Failed
T16349,2023-13-01,C2452,Smartphone,3.0,,pay pal,complete
T16350,2024-12-27,C1549,Laptop,8.0,61.12284871015420,PayPal,Completed
T16351,2020-02-25,C4078,Smartphone,442.0,-250.78865276145900,Credit Card,complete
T16352,2023-13-01,C3947,Laptop,7.0,543.3656858231720,Credit Card,Pending
T16353,2021-09-29,,Coffee Machine,438.0,796.0833173293900,credit card,Failed
T16354,2025-02-30,C3743,Tablet,468.0,-103.64725400771700,Credit Card,completed
T16355,2023-13-01,C3783,Coffee Machine,564.0,614.5862047673260,Cash,Pending
T16356,2025-02-30,C4396,Tablet,934.0,609.178811137787,creditcard,completed
T16357,2025-02-30,C4752,Tablet,-6.0,,Cash,Failed
T16358,2025-02-30,C3178,Headphones,945.0,302.05337814627100,pay pal,Failed
T16359,,C2395,Coffee Machine,735.0,-945.611397254021,Credit Card,Completed
T16360,2024-02-13,C2558,Headphones,491.0,645.684326427719,creditcard,Pending
T16361,2025-02-30,C4552,Headphones,406.0,,PayPal ,completed
T16362,2023-13-01,C1780,Laptop,,-119.1234024393470,credit card,complete
T16363,2022-04-14,C2228,Coffee Machine,-4.0,-499.4158706980010,Cash,Pending
T16364,2025-02-30,C1660,Coffee Machine,284.0,379.1115386339550,pay pal,Pending
T16365,2023-13-01,C2220,Laptop,10.0,,creditcard,Pending
T16366,2021-07-20,C3425,Coffee Machine,-3.0,-$757.90,Cash,completed
T16367,2025-02-30,C2182,Smartphone,5.0,94.0807226570057,creditcard,
T16368,2023-10-15,C4377,Laptop,3.0,-383.03349782353700,credit card,complete
T16369,2025-02-30,C1620,Smartphone,608.0,313.8412711618150,PayPal,Pending
T16370,2025-02-30,C345,Headphones,846.0,,Cash,
T16371,2025-02-30,C2810,Laptop,228.0,,PayPal,Completed
T16372,2023-13-01,C2886,Laptop,589.0,$270.00,creditcard,Completed
T16373,2024-12-06,C1087,Coffee Machine,469.0,737.153627025552,Credit Card,
T16374,2022-12-09,C202,Smartphone,237.0,,Credit Card,Pending
T16375,2025-02-30,C1444,Tablet,1.0,-123.10648436842300,PayPal,complete
T16376,2025-02-30,C2590,Smartphone,,-547.1251855212390,PayPal,complete
T16377,2022-08-19,C4626,Headphones,9.0,-683.0751625766540,Cash,Failed
T16378,2022-09-03,C1930,Laptop,10.0,-514.7512377233130,pay pal,completed
T16379,2025-02-30,C1620,Coffee Machine,912.0,,Cash,completed
T16380,2021-12-13,C1373,Smartphone,6.0,,pay pal,
T16381,2023-13-01,C1888,Smartphone,-6.0,,creditcard,completed
T16382,2023-13-01,C3225,Headphones,4.0,-664.2241930627230,creditcard,Pending
T16383,2022-06-17,C3562,Laptop,-3.0,-184.39730779471100,credit card,Failed
T16384,2023-13-01,C3844,Headphones,5.0,,creditcard,Pending
T16385,2023-07-19,C4957,Tablet,917.0,-238.62098300491200,PayPal ,complete
T16386,2025-02-30,C2429,Smartphone,9.0,925.3962343580600,PayPal ,Failed
T16387,2025-02-30,C601,Headphones,-6.0,308.35563245697900,PayPal ,Completed
T16388,2025-02-30,C780,Coffee Machine,265.0,,Cash,completed
T16389,2023-13-01,C4112,Tablet,-1.0,896.9742741733310,credit card,Completed
,2025-02-30,C482,Smartphone,-1.0,806.8885801654070,PayPal,Failed
T16391,2024-08-25,C3873,Coffee Machine,-6.0,-65.05310469237030,credit card,Pending
T16392,2020-11-03,C4627,Tablet,6.0,,pay pal,complete
,2025-02-30,C1106,Coffee Machine,123.0,-525.9283343330820,credit card,complete
T16394,2025-02-30,C1577,Laptop,-3.0,944.2423085802290,PayPal ,complete
T16395,2025-02-30,C2465,Laptop,571.0,491.00873670395100,credit card,Pending
T16396,2023-13-01,C383,Headphones,297.0,257.7050672375560,pay pal,Failed
T16397,2024-01-03,,Tablet,2.0,,PayPal ,complete
T16398,2022-04-24,C3872,Headphones,7.0,$984.37,creditcard,Failed
T16399,2025-02-30,C2769,Table,6.0,,Cash,completed
T16400,2025-02-30,C723,Tablet,-1.0,-560.5508749688910,Cash,complete
T16401,2024-04-18,C4756,Laptop,932.0,773.2103510709060,credit card,Failed
,2024-06-15,C4661,Coffee Machine,1.0,,Credit Card,complete
T16403,,C1396,Smartphone,8.0,,Cash,Pending
T16404,2025-02-30,C2721,Headphone,4.0,-565.3476256173250,Credit Card,completed
T16405,2023-01-01,C2105,Coffee Machine,767.0,365.31636965544100,pay pal,completed
T16406,2024-11-06,C3513,Tablet,430.0,,creditcard,Failed
T16407,2020-05-19,C3666,Laptop,-4.0,-$630.36,pay pal,Pending
T16408,,C1118,Headphones,-7.0,-587.9186705790780,pay pal,Failed
T16409,2023-13-01,C3520,Laptop,-2.0,783.7473388814940,pay pal,Failed
T16410,2023-13-01,C1574,Coffee Machine,4.0,,Cash,Completed
T16411,2025-02-30,C4660,Headphones,-9.0,321.9030545857680,PayPal,Failed
T16412,2025-02-30,C986,Smartphone,217.0,,PayPal,Completed
T16413,2025-02-30,C2242,Tablet,247.0,326.8348320925930,pay pal,Pending
T16414,2022-08-03,C2260,Tablet,-9.0,-939.1342380627810,pay pal,Pending
T16415,2025-02-30,C854,Smartphone,-5.0,,pay pal,completed
T16416,2023-06-07,,Coffee Machine,178.0,612.1187223367140,PayPal,complete
T16417,2023-13-01,C816,Headphones,-4.0,526.4934425394480,PayPal,completed
T16418,2023-13-01,C3144,Tablet,534.0,-124.93884010540500,creditcard,complete
T16419,2021-08-07,C1939,Coffee Machine,-9.0,-344.44043386641600,creditcard,Failed
T16420,2022-04-07,C4021,Smartphone,713.0,,PayPal,completed
T16421,2023-13-01,C2044,Smartphone,3.0,-923.591762760854,PayPal ,
T16422,2020-09-08,C4841,Smartphone,8.0,-593.1390221219460,credit card,Failed
T16423,2023-13-01,C3561,Laptop,-8.0,,PayPal,complete
T16424,2023-11-10,C4723,Smartphone,845.0,275.85727101215400,PayPal,completed
T16425,2023-13-01,C1921,Laptop,5.0,,PayPal ,Pending
T16426,2022-09-07,C1695,Headphones,963.0,-445.02873789598100,PayPal ,completed
T16427,,,Coffee Machine,-5.0,,Cash,Failed
T16428,2025-02-30,C102,Laptop,-4.0,484.43053271188900,Credit Card,
T16429,2025-02-30,C3617,Tablet,-6.0,262.9921403785240,PayPal,
T97962,2022-09-17,C4247,Lapt,2.0,,creditcard,Pending
T16431,2024-08-06,C2206,Tablet,890.0,-153.40709867423800,pay pal,Failed
T16432,2023-13-01,C2329,Coffee Machine,-4.0,524.6805369559640,PayPal ,Failed
T16433,2020-07-02,C2140,Smartphone,2.0,-289.3791641750870,PayPal ,completed
T16434,2020-02-05,C2996,Headphones,154.0,,Cash,Completed
T16435,2023-13-01,C4821,Smartphon,539.0,,credit card,completed
T16436,2020-10-11,C735,Smartphone,791.0,-669.0886079927810,creditcard,Completed
T16437,2021-09-05,C1647,Laptop,-6.0,,creditcard,Pending
T16438,2023-13-01,C2023,Laptop,578.0,,PayPal ,Pending
T16439,2024-09-26,C1073,Smartphone,871.0,$801.53,PayPal ,Completed
T16440,,C4635,Smartphone,1.0,-271.01401422817200,PayPal,
,2023-04-05,C3614,Lapt,2.0,273.52891418048700,Credit Card,Completed
T16442,2020-03-27,C4179,Laptop,-10.0,$616.95,credit card,Failed
T16443,2021-02-15,C2677,Smartphone,,-294.92442391442600,Credit Card,Completed
T16444,2023-13-01,,Laptop,-10.0,-622.420951981744,Credit Card,
T16445,2020-05-06,C1365,Coffee Machine,415.0,628.5025404938370,pay pal,completed
T16446,2023-13-01,C2109,Headphones,440.0,,PayPal ,Failed
T16447,2023-13-01,C311,Headphones,5.0,,creditcard,
T16448,2023-10-03,C4015,Tablet,176.0,,creditcard,Pending
T16449,2023-13-01,C4747,Laptop,-1.0,510.6078515409800,PayPal ,
T16450,2023-13-01,C4213,Tablet,,-$773.94,Cash,Completed
,2023-11-09,C4287,Laptop,6.0,-445.1749352235600,credit card,
T16452,2025-02-30,C674,Smartphone,137.0,558.7401762839170,creditcard,Completed
T16453,2025-02-30,,Tablet,3.0,856.0388101700470,credit card,
T16454,2025-02-30,C741,Coffee Machine,3.0,-141.51155205281100,PayPal,completed
T16455,2020-08-23,C424,He,10.0,881.2473731596640,Cash,Pending
T16456,2021-07-18,C2605,Headphones,707.0,,Cash,complete
T16457,2023-13-01,C1853,Smartphone,10.0,75.35608064986860,creditcard,completed
T16458,2023-13-01,C1438,Coffee Machine,-10.0,,Credit Card,
T16459,2025-02-30,C4223,Coffee Machine,7.0,,credit card,complete
T16460,2023-13-01,C1507,Coffee Machine,369.0,,credit card,complete
T16461,2023-07-23,C3760,Laptop,342.0,,credit card,Failed
T16462,,C1868,Tablet,,119.11973265795900,pay pal,Pending
T16463,2020-06-17,C1863,Coffee Machine,-3.0,,credit card,complete
T16464,2023-13-01,C3761,Laptop,476.0,-237.68740762440400,pay pal,complete
T16465,2023-07-28,C4601,Coffee Machine,-4.0,-876.6885654352840,pay pal,Pending
T16466,2023-13-01,C3013,Smartphone,685.0,,PayPal,Completed
T16467,2023-13-01,C881,Headphones,3.0,125.9601823177370,creditcard,completed
T16468,2022-07-26,C327,Smartphone,7.0,-686.1219346970710,PayPal ,
T16469,2021-02-13,C4560,Smartphone,,,PayPal ,Completed
T16470,2025-02-30,C3626,Headphones,257.0,505.0788768256770,pay pal,
T16471,2021-12-08,C3839,Headphones,1.0,,pay pal,complete
T16472,2023-13-01,C442,Tablet,557.0,,PayPal,Completed
T16473,2025-02-30,C2851,Tablet,7.0,,pay pal,Completed
T16474,,C1953,Tablet,334.0,547.653336894197,pay pal,complete
T16475,2023-13-01,C908,Tablet,672.0,,PayPal,Failed
T16476,2023-13-01,C3615,Coffee Machine,109.0,-52.8540763185249,Cash,
T16477,2023-13-01,C3846,Head,-10.0,-221.0822910231030,PayPal,
T16478,2023-13-01,C3038,Coffee Machine,331.0,,PayPal,Failed
,2023-13-01,,Smartphone,309.0,,creditcard,Completed
T16480,2023-13-01,C3416,Laptop,-3.0,,PayPal ,Completed
T16481,2020-01-05,C3189,Tablet,1.0,-117.42965197984300,Credit Card,Pending
T16482,2025-02-30,C3441,Laptop,391.0,,PayPal,completed
T16483,2024-06-26,,Tablet,845.0,914.8618761084290,pay pal,Completed
T16484,2023-13-01,C2535,Coffee Machine,-4.0,,PayPal,complete
T16485,,C3701,Coffee Machine,279.0,,Credit Card,completed
T16486,2025-02-30,C4818,Smartphone,276.0,$551.41,pay pal,complete
T16487,2025-02-30,C1454,Headp,177.0,-902.3933635647030,PayPal,completed
T16488,2023-13-01,C3818,Smartphone,705.0,,Cash,completed
T16489,2025-02-30,C4897,Smartphone,-7.0,,PayPal ,completed
T16490,2023-13-01,C429,Laptop,214.0,,Cash,Completed
T22949,2025-02-30,C1973,Coffee Machine,9.0,894.2032707454580,pay pal,complete
T16492,2024-03-15,C1486,Laptop,1.0,777.0150681990090,PayPal ,Failed
T16493,,C551,Laptop,-10.0,,Cash,Failed
T16494,2022-03-07,C2207,Smartphone,-1.0,,Credit Card,Completed
T16495,2023-13-01,C4422,Coffee Machine,-2.0,-897.9152249062630,pay pal,completed
T16496,2025-02-30,C532,Coffee Machine,1.0,624.8382001899370,PayPal ,Pending
,2023-13-01,C1684,Tablet,2.0,635.107741499996,pay pal,Failed
T16498,2022-11-05,C131,Tablet,-2.0,729.8651032330230,PayPal ,
T16499,2025-02-30,C3626,Coffee Machine,759.0,477.9405665576970,pay pal,Pending
T16500,2020-03-23,C2139,Tablet,2.0,,credit card,complete
T16501,2022-10-03,C3596,Coffee Machine,7.0,,PayPal ,Failed
T16502,2025-02-30,,Coffee Machine,-2.0,-$372.29,creditcard,Completed
T16503,2025-02-30,C1136,Smartphone,-4.0,,pay pal,
T16504,2025-02-30,C4632,Smartphone,-5.0,,pay pal,Pending
T16505,2020-08-01,C1989,Coffee Machine,7.0,498.8367502051100,Cash,completed
T16506,2025-02-30,C1438,Coffee Machine,-10.0,990.6701429345360,creditcard,
T16507,2025-02-30,C3379,Coffee Machine,8.0,-995.1747258115180,PayPal,complete
T16508,2025-02-30,C437,Headphones,514.0,,creditcard,completed
T16509,2025-02-30,C1507,Coffee Machine,8.0,,creditcard,
T16510,2023-13-01,C1108,Headphones,378.0,,creditcard,completed
T16511,2023-13-01,C221,Sm,9.0,-411.4463041697550,pay pal,completed
T16512,2024-08-25,C2776,Laptop,1.0,,Credit Card,Completed
T16513,2025-02-30,C564,Tablet,571.0,,Credit Card,complete
T16514,2023-13-01,C4530,Laptop,-9.0,-903.7360634699980,credit card,Pending
T16515,2023-13-01,C2146,Smartph,-9.0,424.6118717442280,PayPal ,Completed
T16516,2022-02-09,C4159,Laptop,-6.0,-398.33047364202500,creditcard,Completed
T16517,2025-02-30,C1981,Coffee Machine,-10.0,258.6130665215330,credit card,Failed
T16518,2023-13-01,C278,Headphones,468.0,,PayPal ,Completed
T16519,2025-02-30,C1658,Laptop,6.0,,Cash,
T16520,2024-12-22,C2760,La,288.0,,credit card,
T16521,2024-03-17,C3229,Smartphone,7.0,,creditcard,complete
T16522,2025-02-30,C4876,Laptop,,769.8473597681440,creditcard,completed
T16523,2025-02-30,C3963,Coffee Machine,2.0,-164.23269241082700,creditcard,
T16524,,C2488,Coffee Machine,-7.0,104.75831886990600,pay pal,completed
T16525,2025-02-30,C716,Smartp,562.0,848.5123656934230,Credit Card,completed
T16526,2023-13-01,,Coffee Machine,-3.0,-789.2256067806670,Cash,Completed
T16527,2025-02-30,C1539,Smartphone,-7.0,,credit card,
T36574,2025-02-30,C243,Tablet,2.0,-299.10826868109300,pay pal,Pending
T16529,2022-07-08,C3619,Smartphone,1.0,-193.97875725644200,credit card,
T16530,2023-13-01,C3634,Laptop,-3.0,,creditcard,
T16531,2020-10-08,C2817,Laptop,855.0,,credit card,Pending
T16532,2025-02-30,C780,Headphones,-6.0,319.24382099684600,pay pal,complete
T16533,2025-02-30,C1032,Coffee Machine,6.0,,Credit Card,Pending
T16534,2025-02-30,C2311,Tablet,3.0,,creditcard,Pending
T16535,2025-02-30,C4107,Smartphone,892.0,$354.66,pay pal,Completed
T16536,2025-02-30,C2978,Smartphone,696.0,-173.08531799842600,PayPal ,complete
T16537,2023-13-01,C2937,Laptop,3.0,,credit card,completed
T16538,2023-13-01,C3741,Tablet,3.0,,pay pal,Completed
T16539,2025-02-30,C3759,Tablet,714.0,-185.4248032432340,Credit Card,
T16540,2025-02-30,C4386,Coffee Machine,-7.0,761.5610968435880,Cash,Pending
T16541,2023-13-01,C4207,Smartphone,853.0,-789.990877590019,creditcard,complete
T16542,2023-13-01,C3571,Tablet,-7.0,,Credit Card,Completed
T16543,2025-02-30,C4104,Headphones,-8.0,723.272659066406,PayPal,
T16544,2024-08-09,C1934,Smartphone,3.0,,credit card,Failed
T16545,2021-07-13,C3310,Tablet,123.0,717.6357639087230,pay pal,Pending
T16546,2021-02-01,C1698,He,691.0,,PayPal ,Completed
T16547,2024-08-30,C143,Headphones,-1.0,-$786.48,PayPal ,Pending
T16548,2025-02-30,C1388,He,-5.0,$878.19,Cash,
T16549,2025-02-30,C3004,Tablet,396.0,-584.8042974816910,Credit Card,
T16550,2021-11-14,C374,Smartphone,319.0,55.18101376177620,creditcard,Failed
T16551,2023-13-01,C4048,Tablet,10.0,-238.96300977487400,credit card,completed
T16552,2023-13-01,C2958,Tablet,-9.0,-792.5195300197810,PayPal,Failed
T16553,2025-02-30,C3509,Tablet,786.0,,credit card,complete
T16554,2023-12-21,C4863,Smartphone,-2.0,-699.0241952961100,credit card,Failed
T16555,2025-02-30,C2133,Laptop,2.0,,Credit Card,complete
T16556,2023-13-01,C3433,Headphones,135.0,,pay pal,Completed
T16557,2025-02-30,C3297,Tablet,110.0,-927.3659553987050,Cash,complete
T16558,2023-13-01,C1431,Tablet,,$81.58,PayPal ,
T16559,2024-05-02,C3405,Headphones,4.0,250.85791268118700,creditcard,Pending
T16560,2023-13-01,C1326,Coffee Machine,-7.0,,creditcard,Pending
T16561,2021-06-28,C296,Smartphone,906.0,-513.1635598325680,Cash,Failed
T16562,2023-13-01,C2840,Tablet,539.0,639.5000211875760,PayPal ,Pending
T16563,2023-13-01,C2459,Headphones,409.0,,PayPal ,complete
T16564,2025-01-21,C1969,Coffee ,-10.0,-637.2778403072970,PayPal,complete
T16565,2022-12-31,C3378,Headphones,-7.0,-262.914235901201,creditcard,completed
T16566,2023-13-01,C1182,Coffee Machine,5.0,793.0908855032750,creditcard,Pending
T16567,2022-01-11,C1923,Headphones,9.0,-552.3188990098690,Credit Card,
T16568,2023-13-01,C2527,Ta,845.0,-331.13417196528700,PayPal,Completed
T16569,2025-02-30,C3980,Headphones,-2.0,194.13413065410000,Cash,Pending
T16570,2022-06-05,C1580,Headphones,8.0,$969.53,PayPal ,completed
T16571,2025-02-30,C008,Tablet,6.0,-806.3397836656110,credit card,
T16572,2023-13-01,C2546,Smartphone,-1.0,445.0864855195320,PayPal ,
T16573,2023-13-01,C1297,Coffee Machine,-2.0,-483.2642397005670,PayPal ,Pending
T16574,2023-13-01,C2174,Lapto,-5.0,$60.73,Credit Card,Completed
T16575,2025-02-30,C2511,Tablet,3.0,64.83125295806390,creditcard,Pending
,2021-08-12,C889,Headphone,2.0,-890.0763032770510,PayPal,completed
T16577,2023-13-01,C2574,Smartphone,5.0,78.53009696840350,PayPal,
T16578,2024-12-25,C4086,Coffee Machine,3.0,436.0560781357830,pay pal,
T16579,2022-06-13,C4119,Smartphone,512.0,-913.3594585435980,creditcard,
T16580,,,Smartphone,4.0,-792.6110432605970,PayPal,completed
T16581,2023-13-01,C4330,Tablet,10.0,,Cash,Completed
T16582,,C471,Ta,10.0,-340.8840706036990,Credit Card,
T16583,2020-03-12,C4515,Tabl,818.0,,Credit Card,
T16584,2022-09-26,C1546,Headphones,5.0,,Cash,complete
T16585,2025-02-30,C058,Head,,-760.7547784858010,Cash,Completed
T16586,2025-02-30,C4181,Smartphone,-1.0,,PayPal ,completed
,2025-02-30,C1233,Laptop,565.0,,credit card,Completed
T16588,2025-02-30,C3655,Smartphone,10.0,-869.7256375657510,pay pal,Failed
T16589,2022-03-27,C4438,Tablet,-10.0,,creditcard,Failed
T16590,2023-13-01,C1666,Coffee Machine,2.0,-576.1659672722260,creditcard,Failed
T16591,2025-02-30,C060,Laptop,197.0,$222.25,Cash,Completed
,2025-02-30,C1485,Tablet,445.0,-251.3018246750790,Cash,complete
T16593,2020-06-03,C485,Coffee Mac,-6.0,-604.7328520470810,creditcard,Failed
T16594,2023-13-01,C2958,Tablet,8.0,433.26711313132000,PayPal,
T16595,2022-11-24,C4260,Coffee Machine,-5.0,$185.16,Cash,
T16596,2023-04-30,C1696,Coffee Machine,10.0,817.2336219244400,Cash,completed
T16597,,C4217,Smartphone,-3.0,498.87780526028500,PayPal,
T16598,2023-13-01,C716,Tablet,7.0,,creditcard,completed
T16599,2023-11-23,C1064,Coffee Machine,980.0,,credit card,Pending
T16600,2023-13-01,C3981,Laptop,-6.0,$425.18,creditcard,
T16601,2023-13-01,C3731,Laptop,-8.0,285.955576196454,Credit Card,complete
T16602,2025-02-30,C932,Tablet,,,creditcard,completed
T16603,2023-13-01,C1530,Coffee Machine,10.0,,PayPal ,complete
T16604,2023-13-01,C3631,Laptop,4.0,-107.3629341031340,pay pal,
T16605,2023-13-01,C4322,Coffee Machine,836.0,708.0775950441070,creditcard,completed
T16606,2022-11-23,,Headphones,525.0,,creditcard,completed
T16607,2025-02-30,C4849,Laptop,140.0,-759.6258921318230,PayPal ,Completed
T16608,2023-13-01,C056,Coffee Machine,890.0,,Cash,Pending
T16609,2023-13-01,C4052,Coffee Machine,-5.0,144.0834566269780,PayPal,Pending
T16610,,C2960,Smartphone,-9.0,65.05404992087000,creditcard,
,2022-12-22,C821,Headphones,432.0,-633.8412897151650,PayPal,complete
T16612,2023-13-01,C1474,Coffe,1.0,972.3739305700710,creditcard,
T16613,2023-13-01,,H,836.0,,PayPal,Failed
T16614,2025-02-30,C4275,Lapto,8.0,,Cash,complete
T16615,2023-13-01,,Tablet,393.0,329.6341259007260,creditcard,Failed
T16616,2023-13-01,C3450,Headphones,6.0,,Cash,complete
T16617,2023-13-01,C2310,Coffee Machine,-1.0,-169.29685123736000,Cash,completed
T16618,2023-13-01,C4109,Laptop,-10.0,-558.6218707428090,pay pal,Pending
T16619,2020-03-23,C1751,Smartphone,6.0,-590.2798229697520,pay pal,Failed
