Date,Store,Product,Price,Quantity,Total Sales
2025-06-04,Fine Cuts MX,Ribs,$100.01,,
2026-02-22,Fine Cuts MX,Chicken,$222.16,2,$444.32
2025-06-21,Happy Cow,Unknown,$39.68,15,$595.20
2025-08-27,Super Meats,Chicken,$150.62,10,"$1,506.20"
2025-06-21,North Butcher,Chicken,$293.42,14,"$4,107.88"
2025-09-15,Happy Cow,Chicken,$156.66,13,"$2,036.58"
2026-03-03,The Little Bull,Beef,$143.39,16,"$2,294.24"
2026-04-25,Unknown,Skirt Steak,$193.68,18,"$3,486.24"
2025-08-17,Super Meats,Pork,$125.14,13,"$1,626.82"
2026-02-17,The Little Bull,Skirt Steak,$209.34,14,"$2,930.76"
2025-09-14,Happy Cow,Skirt Steak,$221.82,12,"$2,661.84"
2025-11-06,North Butcher,Beef,$51.50,15,$772.50
2025-08-28,The Little Bull,Skirt Steak,$189.18,3,$567.54
2026-04-17,North Butcher,Chicken,$151.24,8,"$1,209.92"
2025-06-28,Fine Cuts MX,Ribs,$134.98,5,$674.90
2025-06-08,North Butcher,Sausage,$42.38,13,$550.94
2025-10-07,The Little Bull,Ribs,$193.82,8,"$1,550.56"
2026-03-28,Super Meats,Pork,$148.42,16,"$2,374.72"
2025-11-23,Happy Cow,Skirt Steak,$163.74,1,$163.74
2025-09-02,Super Meats,Chicken,$143.95,6,$863.70
2026-02-16,Happy Cow,Sausage,$49.66,1,$49.66
2025-05-26,Super Meats,Beef,$236.60,13,"$3,075.80"
2026-02-21,North Butcher,Skirt Steak,$185.14,19,"$3,517.66"
2025-05-05,Happy Cow,Pork,$90.91,15,"$1,363.65"
2025-04-26,Happy Cow,Chicken,$172.47,19,"$3,276.93"
2025-10-20,Fine Cuts MX,Ribs,$59.67,11,$656.37
2025-10-21,Happy Cow,Pork,$159.78,19,"$3,035.82"
2026-01-30,Super Meats,Pork,$112.46,11,"$1,237.06"
2025-06-26,North Butcher,Pork,$147.76,6,$886.56
2026-02-11,Happy Cow,Ribs,$228.65,17,"$3,887.05"
2025-11-06,Super Meats,Pork,$69.56,8,$556.48
2025-05-06,Happy Cow,Ribs,$200.54,12,"$2,406.48"
2026-02-05,Fine Cuts MX,Skirt Steak,$187.45,14,"$2,624.30"
2025-06-06,Super Meats,Beef,$181.34,7,"$1,269.38"
2026-01-21,Super Meats,Ribs,$159.32,9,"$1,433.88"
2026-01-23,Happy Cow,Skirt Steak,,19,"$3,256.98"
2025-06-12,Super Meats,Chicken,$153.86,3,$461.58
2025-05-04,Happy Cow,Ribs,,13,
2025-08-27,Super Meats,Beef,$109.46,6,$656.76
2025-06-26,North Butcher,Beef,$260.92,7,"$1,826.44"
2025-10-23,North Butcher,Ribs,$146.13,7,"$1,022.91"
2026-01-20,Super Meats,Unknown,$90.24,1,$90.24
2026-02-03,Happy Cow,Skirt Steak,$175.30,11,"$1,928.30"
2025-08-19,The Little Bull,Skirt Steak,$113.59,7,$795.13
2025-08-26,North Butcher,Sausage,$57.70,,"$1,096.30"
2025-12-17,Super Meats,Pork,$195.99,11,"$2,155.89"
2026-02-22,Fine Cuts MX,Sausage,$71.15,16,"$1,138.40"
2026-04-13,Happy Cow,Ribs,$109.86,4,$439.44
2025-05-31,The Little Bull,Pork,$133.57,9,"$1,202.13"
2025-12-14,The Little Bull,Beef,$51.20,11,$563.20
2025-09-20,North Butcher,Chicken,$80.40,7,$562.80
2025-10-05,The Little Bull,Unknown,$99.45,13,"$1,292.85"
2026-04-25,The Little Bull,Sausage,$142.89,18,"$2,572.02"
2025-07-30,Happy Cow,Pork,$220.36,10,"$2,203.60"
2025-06-30,Fine Cuts MX,Ribs,$192.21,12,"$2,306.52"
2025-08-10,Fine Cuts MX,Sausage,$138.28,5,$691.40
2025-05-02,Happy Cow,Pork,$190.37,11,"$2,094.07"
2026-04-23,North Butcher,Pork,$122.03,16,"$1,952.48"
2025-12-26,Happy Cow,Sausage,$138.33,17,"$2,351.61"
2026-01-22,North Butcher,Pork,$147.96,5,$739.80
2026-01-31,The Little Bull,Unknown,$72.78,7,$509.46
2026-04-13,Happy Cow,Beef,$156.61,15,"$2,349.15"
2025-11-15,North Butcher,Pork,$177.75,12,"$2,133.00"
2026-02-04,The Little Bull,Skirt Steak,$77.57,19,"$1,473.83"
,The Little Bull,Chicken,$144.18,19,"$2,739.42"
2025-08-14,Happy Cow,Pork,$80.38,16,"$1,286.08"
2026-04-09,Super Meats,Ribs,$177.35,7,"$1,241.45"
2025-08-30,Fine Cuts MX,Chicken,$153.44,9,"$1,380.96"
2025-12-22,Super Meats,Sausage,$121.78,18,"$2,192.04"
2026-03-22,The Little Bull,Pork,$152.61,9,"$1,373.49"
,The Little Bull,Beef,,6,$581.82
2025-09-03,North Butcher,Sausage,$133.31,14,"$1,866.34"
2025-09-28,Super Meats,Sausage,$99.39,19,"$1,888.41"
2025-06-28,North Butcher,Beef,$99.73,16,"$1,595.68"
2025-10-25,Super Meats,Ribs,$206.71,18,"$3,720.78"
2025-09-09,The Little Bull,Pork,$79.80,12,$957.60
2025-08-18,Super Meats,Beef,$282.25,11,
2026-02-04,North Butcher,Sausage,$155.62,13,"$2,023.06"
2026-02-22,Happy Cow,Pork,$152.28,19,"$2,893.32"
,Fine Cuts MX,Beef,$191.29,17,"$3,251.93"
2026-03-14,The Little Bull,Beef,$122.47,6,$734.82
2025-11-21,Super Meats,Skirt Steak,$253.88,16,"$4,062.08"
2025-09-07,Happy Cow,Pork,$175.43,8,"$1,403.44"
,Super Meats,Pork,$231.53,6,"$1,389.18"
2025-05-14,North Butcher,Sausage,$18.65,13,$242.45
2025-08-18,Super Meats,Sausage,$123.93,1,$123.93
2025-09-12,Super Meats,Pork,$96.83,19,
2025-09-04,Super Meats,Ribs,$114.29,7,
2025-09-27,Super Meats,Beef,$193.97,13,"$2,521.61"
2026-02-05,Happy Cow,Beef,$96.13,8,$769.04
2025-06-30,The Little Bull,Pork,$130.09,17,"$2,211.53"
,Fine Cuts MX,Skirt Steak,$119.40,18,"$2,149.20"
2025-04-29,Fine Cuts MX,Chicken,$134.27,11,"$1,476.97"
2025-09-07,Happy Cow,Skirt Steak,$140.09,3,$420.27
2025-11-15,Super Meats,Sausage,$105.53,13,"$1,371.89"
2025-08-12,Super Meats,Beef,$218.91,13,"$2,845.83"
2026-02-25,Unknown,Beef,$64.59,19,"$1,227.21"
2025-05-01,Happy Cow,Ribs,$190.91,19,"$3,627.29"
2025-06-16,Fine Cuts MX,Sausage,$130.83,8,"$1,046.64"
2025-04-27,Super Meats,Sausage,$129.83,13,"$1,687.79"
2026-01-25,Happy Cow,Skirt Steak,$113.75,7,$796.25
2025-09-30,Super Meats,Chicken,$160.00,18,"$2,880.00"
2025-12-23,Fine Cuts MX,Skirt Steak,$216.85,9,
2025-07-09,Fine Cuts MX,Chicken,$209.13,15,"$3,136.95"
2026-01-25,The Little Bull,Skirt Steak,$265.18,18,"$4,773.24"
2025-09-23,Fine Cuts MX,Skirt Steak,$76.03,4,$304.12
2025-06-08,Fine Cuts MX,Skirt Steak,$182.47,16,"$2,919.52"
2025-08-17,Super Meats,Skirt Steak,$131.80,11,"$1,449.80"
2025-09-13,The Little Bull,Ribs,$150.01,12,"$1,800.12"
2025-10-26,Super Meats,Pork,$207.53,9,"$1,867.77"
2026-04-20,Fine Cuts MX,Pork,$129.24,14,"$1,809.36"
2025-08-17,North Butcher,Sausage,$141.41,12,"$1,696.92"
2025-06-06,Super Meats,Pork,$141.40,13,"$1,838.20"
2026-03-08,North Butcher,Skirt Steak,$109.27,3,$327.81
2025-10-14,The Little Bull,Pork,$219.22,5,"$1,096.10"
2025-10-05,Super Meats,Skirt Steak,$108.34,16,"$1,733.44"
,Happy Cow,Ribs,$118.09,15,"$1,771.35"
2025-10-05,Happy Cow,Skirt Steak,$168.50,17,"$2,864.50"
2025-12-30,Super Meats,Sausage,$135.40,16,"$2,166.40"
2025-07-08,Happy Cow,Ribs,$127.30,13,"$1,654.90"
2025-10-23,Happy Cow,Beef,$121.75,18,"$2,191.50"
2025-06-12,Super Meats,Unknown,$171.16,17,"$2,909.72"
2026-02-25,North Butcher,Chicken,$109.91,33,"$3,627.03"
2025-08-10,The Little Bull,Unknown,$97.00,19,"$1,843.00"
2025-04-25,The Little Bull,Chicken,$210.15,8,"$1,681.20"
2025-08-18,The Little Bull,Ribs,$188.77,7,"$1,321.39"
2025-11-03,Happy Cow,Unknown,$192.28,4,$769.12
2026-02-22,Super Meats,Skirt Steak,$207.56,13,"$2,698.28"
2025-11-12,The Little Bull,Ribs,$209.59,12,"$2,515.08"
2026-04-25,Unknown,Ribs,$145.81,10,"$1,458.10"
2025-08-26,Happy Cow,Skirt Steak,$154.56,17,
2025-08-01,Happy Cow,Skirt Steak,$240.33,3,$720.99
2026-04-04,Fine Cuts MX,Ribs,$173.65,17,"$2,952.05"
2025-06-27,The Little Bull,Skirt Steak,$196.87,18,"$3,543.66"
2025-06-08,The Little Bull,Pork,$203.26,8,"$1,626.08"
2026-01-28,Happy Cow,Sausage,$222.63,13,"$2,894.19"
2026-03-05,Super Meats,Pork,$98.87,17,"$1,680.79"
2025-10-25,Super Meats,Pork,$134.85,15,"$2,022.75"
2026-02-01,Fine Cuts MX,Skirt Steak,$13.89,6,$83.34
2025-12-24,The Little Bull,Chicken,$197.13,2,
2025-08-27,Happy Cow,Pork,,3,$216.99
,Super Meats,Pork,,17,"$4,033.93"
2025-11-19,Happy Cow,Pork,$210.99,17,"$3,586.83"
,Fine Cuts MX,Unknown,$189.80,16,"$3,036.80"
2026-04-18,Fine Cuts MX,Sausage,$146.67,2,$293.34
2026-01-05,Fine Cuts MX,Skirt Steak,$157.47,1,$157.47
2026-02-22,Fine Cuts MX,Pork,$135.58,4,$542.32
2025-12-15,North Butcher,Skirt Steak,$221.44,10,"$2,214.40"
2025-05-21,Super Meats,Sausage,$76.29,6,$457.74
2025-12-17,The Little Bull,Pork,$107.93,17,"$1,834.81"
2025-11-15,Happy Cow,Pork,$196.69,13,"$2,556.97"
2025-09-19,Fine Cuts MX,Sausage,$158.31,2,$316.62
2026-01-21,Fine Cuts MX,Unknown,$166.10,8,"$1,328.80"
2025-12-21,Happy Cow,Skirt Steak,$164.42,14,"$2,301.88"
2026-03-18,Fine Cuts MX,Skirt Steak,$121.87,10,"$1,218.70"
2026-03-22,Fine Cuts MX,Chicken,$200.09,,"$1,200.54"
2025-04-28,North Butcher,Skirt Steak,$125.12,17,"$2,127.04"
2025-06-08,Super Meats,Chicken,$161.77,3,$485.31
2026-01-21,Happy Cow,Beef,$83.71,11,$920.81
2025-06-06,Super Meats,Chicken,$113.89,16,"$1,822.24"
2025-09-07,Happy Cow,Beef,$134.40,6,$806.40
,Unknown,Beef,$164.43,18,"$2,959.74"
2025-05-08,Happy Cow,Beef,$109.76,19,"$2,085.44"
2025-12-28,Super Meats,Chicken,$154.25,16,"$2,468.00"
2026-04-05,The Little Bull,Ribs,$150.39,1,$150.39
2026-02-15,The Little Bull,Sausage,$133.72,17,"$2,273.24"
2025-12-26,Happy Cow,Pork,$118.04,15,"$1,770.60"
2026-03-25,Fine Cuts MX,Pork,$105.46,14,"$1,476.44"
2025-12-29,North Butcher,Beef,$105.36,17,"$1,791.12"
2025-05-14,Super Meats,Chicken,$175.68,9,"$1,581.12"
2025-08-27,Super Meats,Ribs,$107.18,18,"$1,929.24"
,North Butcher,Chicken,$154.88,13,"$2,013.44"
2026-01-22,The Little Bull,Chicken,$130.86,13,"$1,701.18"
2026-02-05,North Butcher,Sausage,$143.81,5,$719.05
2026-03-12,The Little Bull,Chicken,$215.74,3,$647.22
2025-12-21,Fine Cuts MX,Beef,$121.72,2,$243.44
2025-12-03,North Butcher,Pork,$185.97,18,"$3,347.46"
2026-03-31,Super Meats,Skirt Steak,$177.11,14,"$2,479.54"
2025-12-09,Unknown,Pork,$206.97,4,$827.88
2026-02-04,Fine Cuts MX,Sausage,$170.90,,$170.90
2026-01-02,Super Meats,Skirt Steak,$198.94,16,"$3,183.04"
2025-11-28,The Little Bull,Chicken,$81.41,17,"$1,383.97"
2026-04-16,Super Meats,Sausage,$35.09,18,$631.62
2025-09-02,Fine Cuts MX,Chicken,$124.07,1,$124.07
2026-01-10,North Butcher,Pork,,9,"$1,034.19"
2025-07-28,Happy Cow,Ribs,$138.14,1,$138.14
2026-01-16,The Little Bull,Ribs,$149.65,9,"$1,346.85"
2025-08-05,Fine Cuts MX,Ribs,$139.22,18,"$2,505.96"
2025-12-17,Happy Cow,Beef,$165.98,10,
2025-09-01,Fine Cuts MX,Pork,$232.68,16,"$3,722.88"
2025-10-03,Super Meats,Ribs,$160.43,4,$641.72
2025-06-25,Happy Cow,Chicken,$142.02,15,"$2,130.30"
2026-04-05,Super Meats,Ribs,$137.98,5,$689.90
2025-07-11,The Little Bull,Sausage,$66.51,14,$931.14
2025-09-25,Super Meats,Pork,$40.19,10,$401.90
2025-05-22,North Butcher,Sausage,$141.89,12,"$1,702.68"
2025-12-02,North Butcher,Chicken,$207.56,3,$622.68
2025-04-30,Happy Cow,Sausage,$139.05,7,$973.35
2025-11-29,Fine Cuts MX,Chicken,$131.52,16,"$2,104.32"
2025-06-29,North Butcher,Pork,$147.92,7,"$1,035.44"
2025-06-19,The Little Bull,Chicken,$179.30,11,"$1,972.30"
2025-11-15,The Little Bull,Unknown,$113.16,1,$113.16
2026-03-17,Fine Cuts MX,Pork,$105.79,12,"$1,269.48"
2025-10-11,Super Meats,Ribs,$20.58,14,$288.12
2025-10-05,Fine Cuts MX,Ribs,$133.18,15,"$1,997.70"
2026-02-25,Happy Cow,Beef,,14,"$2,392.04"
2025-07-07,North Butcher,Sausage,$118.33,2,$236.66
,Fine Cuts MX,Chicken,$170.11,14,"$2,381.54"
2025-09-03,The Little Bull,Ribs,$141.22,18,"$2,541.96"
2026-02-07,Super Meats,Ribs,,7,$474.04
2025-11-24,Fine Cuts MX,Ribs,$225.28,11,"$2,478.08"
2025-07-16,North Butcher,Ribs,$92.16,3,$276.48
2025-09-07,Fine Cuts MX,Pork,$196.19,5,$980.95
2025-11-25,Super Meats,Chicken,$157.76,8,"$1,262.08"
2025-10-23,Happy Cow,Chicken,$58.28,8,$466.24
2025-05-07,Unknown,Chicken,$95.67,10,$956.70
2025-12-19,The Little Bull,Ribs,$105.19,14,"$1,472.66"
2026-03-12,Super Meats,Pork,$156.46,19,"$2,972.74"
2025-08-05,The Little Bull,Ribs,$141.18,10,"$1,411.80"
2026-03-03,Super Meats,Sausage,$167.38,5,$836.90
2025-09-02,Super Meats,Ribs,$154.33,10,"$1,543.30"
2026-03-11,Happy Cow,Chicken,$205.81,12,"$2,469.72"
2026-03-04,Super Meats,Beef,$225.40,11,"$2,479.40"
2025-10-04,Super Meats,Sausage,$120.44,4,$481.76
2025-08-08,Super Meats,Ribs,$188.16,14,"$2,634.24"
2025-12-19,Fine Cuts MX,Beef,$132.42,7,$926.94
2025-12-01,Super Meats,Beef,$164.77,9,"$1,482.93"
2026-02-26,North Butcher,Skirt Steak,$148.51,12,"$1,782.12"
2025-05-01,Super Meats,Chicken,$122.69,6,$736.14
2026-04-12,Super Meats,Skirt Steak,$106.83,8,$854.64
2025-11-26,Happy Cow,Chicken,$148.44,7,"$1,039.08"
2026-01-29,The Little Bull,Unknown,$181.67,10,"$1,816.70"
2025-06-29,Happy Cow,Ribs,$146.05,2,$292.10
2025-11-17,Super Meats,Sausage,$121.04,2,$242.08
2025-09-07,North Butcher,Skirt Steak,$214.51,8,"$1,716.08"
2025-05-08,The Little Bull,Beef,$85.48,10,$854.80
2025-06-10,The Little Bull,Chicken,$159.30,1,$159.30
2026-03-11,Super Meats,Sausage,$203.03,4,$812.12
2025-05-21,The Little Bull,Skirt Steak,$104.11,16,"$1,665.76"
2025-11-24,North Butcher,Unknown,,8,$941.76
2025-06-16,The Little Bull,Ribs,$96.82,8,$774.56
2026-01-30,Fine Cuts MX,Ribs,$115.28,12,"$1,383.36"
2025-12-02,North Butcher,Sausage,$206.56,12,"$2,478.72"
2026-03-21,Fine Cuts MX,Beef,$155.15,,"$1,861.80"
2025-09-11,Happy Cow,Skirt Steak,$124.94,5,$624.70
2026-03-04,North Butcher,Beef,$221.33,13,"$2,877.29"
2026-04-08,The Little Bull,Pork,$145.84,7,"$1,020.88"
2025-11-19,North Butcher,Skirt Steak,$210.59,15,
2025-10-12,North Butcher,Beef,$73.12,5,$365.60
2025-09-25,The Little Bull,Beef,$142.75,13,"$1,855.75"
2025-05-16,Fine Cuts MX,Sausage,$130.58,16,"$2,089.28"
2025-07-26,Fine Cuts MX,Sausage,$147.06,5,$735.30
2026-01-05,The Little Bull,Sausage,$124.75,9,"$1,122.75"
2025-12-31,The Little Bull,Beef,$206.98,5,"$1,034.90"
2025-06-02,Super Meats,Chicken,$130.63,7,$914.41
2025-11-23,Fine Cuts MX,Beef,$177.93,4,$711.72
2025-05-31,Happy Cow,Skirt Steak,$141.29,9,"$1,271.61"
2025-05-27,The Little Bull,Skirt Steak,$179.77,6,"$1,078.62"
2025-11-04,Happy Cow,Ribs,$120.51,19,"$2,289.69"
2026-02-27,Happy Cow,Beef,$99.71,2,$199.42
2026-04-10,North Butcher,Pork,$64.53,18,"$1,161.54"
2025-08-10,The Little Bull,Ribs,$85.71,14,"$1,199.94"
2025-12-06,Super Meats,Sausage,$193.69,,"$2,517.97"
2025-10-18,Super Meats,Sausage,$105.88,17,"$1,799.96"
2026-03-26,Happy Cow,Chicken,$78.82,3,$236.46
2026-01-16,The Little Bull,Pork,$181.81,2,$363.62
,Happy Cow,Pork,$68.82,15,"$1,032.30"
2025-07-07,Happy Cow,Ribs,$153.33,17,"$2,606.61"
2025-05-06,North Butcher,Beef,$14.34,15,$215.10
2025-12-17,The Little Bull,Skirt Steak,$142.47,4,$569.88
2026-04-16,North Butcher,Chicken,$166.12,18,"$2,990.16"
2026-02-08,Happy Cow,Beef,$154.31,4,$617.24
2025-12-06,North Butcher,Skirt Steak,$112.65,15,"$1,689.75"
2025-06-23,North Butcher,Sausage,$153.57,5,$767.85
2026-03-09,Super Meats,Ribs,$22.53,18,$405.54
2025-06-02,North Butcher,Sausage,$116.44,10,"$1,164.40"
2025-12-24,The Little Bull,Chicken,$68.47,19,"$1,300.93"
2026-03-14,Super Meats,Chicken,$133.46,17,"$2,268.82"
2025-12-10,Fine Cuts MX,Chicken,$167.97,4,$671.88
2025-10-24,Super Meats,Pork,$211.66,11,"$2,328.26"
2025-06-20,Super Meats,Skirt Steak,$248.67,10,"$2,486.70"
2025-10-28,Fine Cuts MX,Chicken,$146.70,16,"$2,347.20"
,Fine Cuts MX,Chicken,$224.79,6,"$1,348.74"
2026-02-23,Super Meats,Chicken,$162.18,6,$973.08
2025-07-14,The Little Bull,Pork,$95.49,1,$95.49
,Fine Cuts MX,Beef,$110.31,3,$330.93
2025-05-09,Super Meats,Skirt Steak,$157.47,13,"$2,047.11"
2026-03-02,The Little Bull,Skirt Steak,$123.10,13,"$1,600.30"
2025-10-21,The Little Bull,Beef,$179.46,7,"$1,256.22"
2026-01-08,Unknown,Pork,$242.83,,"$4,128.11"
2025-10-07,The Little Bull,Sausage,$125.91,7,$881.37
2025-09-12,Happy Cow,Pork,$149.72,9,"$1,347.48"
2025-10-18,The Little Bull,Chicken,$208.93,5,"$1,044.65"
2025-10-22,Super Meats,Sausage,$71.46,11,$786.06
2025-06-20,Happy Cow,Sausage,$146.88,3,$440.64
2026-02-17,North Butcher,Skirt Steak,$141.12,12,"$1,693.44"
2025-07-19,The Little Bull,Sausage,$109.14,7,$763.98
,Super Meats,Skirt Steak,$188.79,14,"$2,643.06"
2026-02-11,Happy Cow,Sausage,$192.85,18,"$3,471.30"
2025-05-07,Happy Cow,Unknown,$167.75,2,$335.50
2026-04-22,Happy Cow,Pork,$36.94,9,$332.46
2025-08-24,North Butcher,Sausage,$104.89,3,$314.67
2026-01-21,Fine Cuts MX,Beef,$194.03,12,"$2,328.36"
2026-03-15,Super Meats,Ribs,$174.80,16,"$2,796.80"
2025-08-25,Happy Cow,Beef,$143.39,1,$143.39
2025-10-07,Fine Cuts MX,Sausage,$123.81,10,"$1,238.10"
2025-12-07,Super Meats,Skirt Steak,$83.95,12,"$1,007.40"
2025-11-17,North Butcher,Beef,$43.82,9,$394.38
2025-07-06,Happy Cow,Skirt Steak,$163.11,6,$978.66
2025-09-21,Super Meats,Chicken,$119.50,19,"$2,270.50"
,The Little Bull,Chicken,$75.80,10,$758.00
2026-03-20,Fine Cuts MX,Pork,$139.58,16,"$2,233.28"
2026-02-14,North Butcher,Chicken,$100.37,19,"$1,907.03"
2025-08-30,Happy Cow,Ribs,$196.70,13,"$2,557.10"
2025-07-28,North Butcher,Ribs,$118.50,8,$948.00
2025-06-04,Unknown,Chicken,$186.60,12,"$2,239.20"
2025-07-22,Super Meats,Ribs,$95.33,17,"$1,620.61"
2025-05-28,Happy Cow,Sausage,$174.91,13,"$2,273.83"
2025-11-29,Happy Cow,Skirt Steak,$202.33,15,"$3,034.95"
2026-02-11,Fine Cuts MX,Pork,$188.01,12,"$2,256.12"
2025-12-18,The Little Bull,Sausage,,10,"$2,042.00"
2025-09-17,Fine Cuts MX,Pork,$156.53,7,"$1,095.71"
2026-02-13,Fine Cuts MX,Skirt Steak,$64.57,82,"$5,294.74"
2025-08-08,The Little Bull,Beef,$59.57,6,$357.42
2026-03-16,The Little Bull,Pork,$127.46,2,$254.92
2025-11-20,Happy Cow,Pork,$170.21,14,"$2,382.94"
2025-06-06,Fine Cuts MX,Sausage,$185.79,15,"$2,786.85"
2026-02-14,North Butcher,Skirt Steak,$242.95,18,"$4,373.10"
2025-08-29,Happy Cow,Ribs,$199.11,6,"$1,194.66"
2026-03-15,Unknown,Beef,$55.18,15,$827.70
2025-08-09,Fine Cuts MX,Skirt Steak,$149.62,18,"$2,693.16"
2025-08-06,Super Meats,Skirt Steak,$132.27,2,$264.54
2025-08-06,The Little Bull,Pork,$281.57,5,"$1,407.85"
2026-02-25,Happy Cow,Chicken,$171.28,13,"$2,226.64"
,Fine Cuts MX,Chicken,$205.40,10,"$2,054.00"
2025-07-04,The Little Bull,Skirt Steak,$208.44,15,"$3,126.60"
2025-12-16,Happy Cow,Sausage,$129.38,19,"$2,458.22"
2026-01-18,Super Meats,Ribs,$80.14,4,$320.56
2025-10-23,The Little Bull,Sausage,$188.17,6,"$1,129.02"
2025-07-23,Happy Cow,Ribs,,11,"$1,931.27"
2025-06-28,Fine Cuts MX,Chicken,$298.16,7,"$2,087.12"
2026-01-17,Happy Cow,Ribs,$203.78,3,$611.34
2025-06-14,Super Meats,Sausage,$157.07,10,"$1,570.70"
2025-12-06,Happy Cow,Skirt Steak,$116.78,6,$700.68
2026-01-03,North Butcher,Skirt Steak,$163.10,17,"$2,772.70"
2025-05-15,North Butcher,Beef,$52.52,3,$157.56
,North Butcher,Beef,$206.24,6,"$1,237.44"
2025-08-02,The Little Bull,Chicken,$213.27,5,"$1,066.35"
2025-07-14,Happy Cow,Beef,$155.12,15,"$2,326.80"
2026-01-16,Happy Cow,Beef,$125.86,11,"$1,384.46"
2026-02-10,Happy Cow,Skirt Steak,$122.35,6,$734.10
2025-05-09,Unknown,Pork,$184.79,8,"$1,478.32"
2026-02-14,North Butcher,Skirt Steak,$90.13,8,$721.04
2025-12-13,Super Meats,Sausage,$109.53,16,"$1,752.48"
2026-01-02,The Little Bull,Beef,$191.46,4,$765.84
2026-03-01,North Butcher,Skirt Steak,$196.14,7,"$1,372.98"
2025-11-06,Super Meats,Sausage,$213.38,1,$213.38
2025-06-14,Super Meats,Pork,$209.43,5,"$1,047.15"
2025-10-25,Unknown,Skirt Steak,$242.47,9,"$2,182.23"
2025-05-27,The Little Bull,Chicken,$192.50,1,$192.50
2025-12-01,North Butcher,Beef,$170.88,3,$512.64
2025-11-15,Super Meats,Chicken,$203.37,5,"$1,016.85"
2025-12-05,Fine Cuts MX,Pork,$181.55,11,"$1,997.05"
2025-11-13,The Little Bull,Beef,$118.33,13,"$1,538.29"
2025-10-16,Fine Cuts MX,Sausage,$171.03,4,$684.12
2026-01-22,The Little Bull,Skirt Steak,$121.10,17,"$2,058.70"
2026-01-05,Happy Cow,Ribs,$56.05,1,$56.05
2025-08-21,Happy Cow,Pork,$196.55,11,"$2,162.05"
2026-04-20,North Butcher,Ribs,$142.07,12,"$1,704.84"
2026-02-23,North Butcher,Beef,$212.62,5,"$1,063.10"
2026-01-12,The Little Bull,Sausage,$83.74,18,"$1,507.32"
2026-01-20,The Little Bull,Skirt Steak,$177.20,13,"$2,303.60"
2026-02-02,The Little Bull,Beef,$121.33,16,"$1,941.28"
2025-12-24,North Butcher,Ribs,$136.18,19,"$2,587.42"
2026-01-16,Happy Cow,Beef,$125.61,9,"$1,130.49"
2025-09-15,The Little Bull,Sausage,$203.72,4,$814.88
2025-05-22,Fine Cuts MX,Skirt Steak,$198.63,19,"$3,773.97"
2025-12-15,North Butcher,Skirt Steak,$144.47,,"$8,668.20"
2025-12-26,Happy Cow,Chicken,$247.23,7,"$1,730.61"
2025-08-07,Super Meats,Sausage,$132.73,2,$265.46
2025-05-30,Fine Cuts MX,Unknown,$139.06,12,"$1,668.72"
2025-08-14,North Butcher,Ribs,$188.31,12,"$2,259.72"
2026-02-14,Fine Cuts MX,Skirt Steak,$156.61,,"$1,409.49"
2025-12-13,Super Meats,Ribs,$144.26,18,"$2,596.68"
2025-12-11,North Butcher,Chicken,$219.66,15,"$3,294.90"
2025-11-01,Fine Cuts MX,Beef,$191.97,15,"$2,879.55"
2025-06-25,Happy Cow,Skirt Steak,$163.91,16,"$2,622.56"
2026-02-15,Happy Cow,Ribs,$134.75,18,"$2,425.50"
2026-04-11,The Little Bull,Beef,$189.59,6,"$1,137.54"
2026-04-07,Fine Cuts MX,Unknown,$121.47,1,$121.47
2026-01-02,Super Meats,Chicken,$222.61,5,"$1,113.05"
2026-01-11,Super Meats,Sausage,$150.71,1,$150.71
2025-06-04,The Little Bull,Ribs,$120.78,14,"$1,690.92"
2025-08-11,Happy Cow,Ribs,,12,"$2,042.64"
2025-09-26,North Butcher,Skirt Steak,$104.39,13,"$1,357.07"
2026-03-05,Fine Cuts MX,Beef,$201.08,11,"$2,211.88"
2025-10-13,North Butcher,Sausage,$195.95,7,"$1,371.65"
2025-10-07,Happy Cow,Beef,$198.22,6,"$1,189.32"
2025-08-18,Fine Cuts MX,Skirt Steak,$168.13,10,"$1,681.30"
2026-01-03,Super Meats,Skirt Steak,$166.78,18,"$3,002.04"
2025-12-22,The Little Bull,Pork,$139.73,14,"$1,956.22"
2025-10-13,Unknown,Ribs,$49.24,8,$393.92
2025-08-25,Fine Cuts MX,Sausage,$117.23,19,"$2,227.37"
2025-10-30,The Little Bull,Chicken,$222.10,8,"$1,776.80"
2025-11-18,The Little Bull,Chicken,$232.74,19,"$4,422.06"
2025-10-21,Super Meats,Ribs,$120.67,16,"$1,930.72"
2025-08-16,The Little Bull,Beef,$116.64,5,
2025-07-28,Super Meats,Pork,$113.35,15,"$1,700.25"
2025-11-27,Happy Cow,Ribs,$116.04,18,"$2,088.72"
2025-10-25,North Butcher,Beef,$4.29,13,$55.77
2025-07-17,Fine Cuts MX,Chicken,$288.44,17,"$4,903.48"
2025-08-14,Happy Cow,Ribs,$80.36,6,$482.16
2025-09-12,The Little Bull,Pork,,7,"$1,037.89"
2026-01-27,Fine Cuts MX,Beef,$144.91,8,"$1,159.28"
2025-10-31,North Butcher,Beef,$196.69,9,"$1,770.21"
2025-11-06,Fine Cuts MX,Sausage,$147.72,13,"$1,920.36"
,Fine Cuts MX,Pork,$117.73,3,$353.19
2025-10-30,North Butcher,Chicken,$182.62,3,
